source_id,corpus,folder_name,material_type,clean_source_path,clean_match_confidence,duplicate_group,report_file_count,report_characters,report_lines,review_status,evidence_level,notes
B0486,book,朱和平：《世界现代设计史》，2004,book_or_book_length_source,D:\Design-history-知识库\00-book_clean\朱和平：《世界现代设计史》，2004_clean.md,1.0,,18,72405,1689,machine_read_complete,V2,
B0487,book,朱和平：《现代设计史》，2012,book_or_book_length_source,D:\Design-history-知识库\00-book_clean\朱和平：《现代设计史》，2012_clean.md,1.0,,17,75127,2076,machine_read_complete,V2,
B0488,book,"李砚祖, 王春雨：《室内设计史》，2013",book_or_book_length_source,"D:\Design-history-知识库\00-book_clean\李砚祖, 王春雨：《室内设计史》，2013_clean.md",1.0,,24,101253,2297,machine_read_complete,V2,
B0489,book,李砚祖：《外国设计艺术经典论著选读(上)》，2004,book_or_book_length_source,D:\Design-history-知识库\00-book_clean\李砚祖：《外国设计艺术经典论著选读(上)》，2004_clean.md,1.0,,29,87991,2464,machine_read_complete,V2,
B0490,book,李砚祖：《外国设计艺术经典论著选读(下)》，2004,book_or_book_length_source,D:\Design-history-知识库\00-book_clean\李砚祖：《外国设计艺术经典论著选读(下)》，2004_clean.md,1.0,,43,68038,2561,machine_read_complete,V2,
B0491,book,李砚祖：《造物之美：产品设计的艺术与文化》，2000,book_or_book_length_source,D:\Design-history-知识库\00-book_clean\李砚祖：《造物之美：产品设计的艺术与文化》，2000_clean.md,1.0,,16,53605,1543,machine_read_complete,V2,
B0492,book,"杭间, 靳埭强, 胡恩威：《包豪斯道路：历史、遗泽、世界与中国》，2010",book_or_book_length_source,"D:\Design-history-知识库\00-book_clean\杭间, 靳埭强, 胡恩威：《包豪斯道路：历史、遗泽、世界与中国》，2010.md",1.0,,18,69309,1581,machine_read_complete,V2,
B0493,book,杭间：《中国工艺美学史(第三版修订本)》，2018,book_or_book_length_source,D:\Design-history-知识库\00-book_clean\杭间：《中国工艺美学史(第三版修订本)》，2018_clean.md,1.0,,27,83714,2164,machine_read_complete,V2,
B0494,book,杭间：《手艺的思想(修订版)》，2017,book_or_book_length_source,D:\Design-history-知识库\00-book_clean\杭间：《手艺的思想(修订版)》，2017_clean.md,1.0,,13,69559,1965,machine_read_complete,V2,
B0495,book,杭间：《设计道：中国设计的基本问题》，2008,book_or_book_length_source,D:\Design-history-知识库\00-book_clean\杭间：《设计道：中国设计的基本问题》，2008_clean.md,1.0,,15,76163,2036,machine_read_complete,V2,
B0496,book,柳冠中：《事理学方法论》，2013,book_or_book_length_source,D:\Design-history-知识库\00-book_clean\柳冠中：《事理学方法论》，2013.md,1.0,,13,50804,1249,machine_read_complete,V2,
B0497,book,柳冠中：《设计方法论》，2011,book_or_book_length_source,D:\Design-history-知识库\00-book_clean\柳冠中：《设计方法论》，2011_clean.md,1.0,,12,69885,1531,machine_read_complete,V2,
B0498,book,梁梅：《世界现代设计史》，2013,book_or_book_length_source,D:\Design-history-知识库\00-book_clean\梁梅：《世界现代设计史》，2013_clean.md,1.0,,14,82455,1897,machine_read_complete,V2,
B0499,book,"樊进, 龙红：《中国当代设计全集 第4卷 平面类编 图案篇》，2015",book_or_book_length_source,"D:\Design-history-知识库\00-book_clean\樊进, 龙红：《中国当代设计全集 第4卷 平面类编 图案篇》，2015.md",1.0,,18,62568,1535,machine_read_complete,V2,
B0500,book,沈榆：《观念的演进：中国现代设计史》，2021,book_or_book_length_source,D:\Design-history-知识库\00-book_clean\沈榆：《观念的演进：中国现代设计史》，2021_clean.md,1.0,,17,62201,1681,machine_read_complete,V2,
B0501,book,王受之：《世界平面设计史》，2001,book_or_book_length_source,D:\Design-history-知识库\00-book_clean\王受之：《世界平面设计史》，2001.md,1.0,,25,78810,2429,machine_read_complete,V2,
B0502,book,王受之：《世界当代艺术史》，2002,book_or_book_length_source,D:\Design-history-知识库\00-book_clean\王受之：《世界当代艺术史》，2002_clean.md,1.0,,24,64832,1722,machine_read_complete,V2,
B0503,book,王受之：《世界现代设计史》，2015,book_or_book_length_source,D:\Design-history-知识库\00-book_clean\王受之：《世界现代设计史》，2015.md,1.0,,19,62395,1263,machine_read_complete,V2,
B0504,book,"王树良, 张玉花：《现代设计史(白金版)》，2010",book_or_book_length_source,"D:\Design-history-知识库\00-book_clean\王树良, 张玉花：《现代设计史(白金版)》，2010_clean.md",1.0,,16,71359,1850,machine_read_complete,V2,
B0505,book,移动的美术馆 20世纪初中国的书籍装帧设计与商业美术,book_or_book_length_source,D:\Design-history-知识库\00-book_clean\移动的美术馆 20世纪初中国的书籍装帧设计与商业美术.md,1.0,,16,74030,1577,machine_read_complete,V2,
B0506,book,维克多·马格林：《世界设计史1：史前至一战》，2015,book_or_book_length_source,D:\Design-history-知识库\00-book_clean\维克多·马格林：《世界设计史1：史前至一战》，2015_clean.md,1.0,,27,131026,4517,machine_read_complete,V2,
B0507,book,维克多·马格林：《世界设计史2：一战至二战》，2015,book_or_book_length_source,D:\Design-history-知识库\00-book_clean\维克多·马格林：《世界设计史2：一战至二战》，2015_clean.md,1.0,,26,62161,2092,machine_read_complete,V2,
B0508,book,"胡天璇, 曾山, 王庆：《外国近现代设计史》，2012",book_or_book_length_source,"D:\Design-history-知识库\00-book_clean\胡天璇, 曾山, 王庆：《外国近现代设计史》，2012_clean.md",1.0,,16,78126,2113,machine_read_complete,V2,
B0509,book,英彭妮·斯帕克(Penny Sparke)：《唯有粉红 审美品位的性别政治学》,book_or_book_length_source,D:\Design-history-知识库\00-book_clean\英彭妮·斯帕克(Penny Sparke)：《唯有粉红 审美品位的性别政治学》.md,1.0,,20,91072,2321,machine_read_complete,V2,
B0510,book,设计与历史的质疑,book_or_book_length_source,D:\Design-history-知识库\00-book_clean\设计与历史的质疑.md,1.0,,11,84958,1851,machine_read_complete,V2,
B0511,book,赵农：《中国艺术设计史》,book_or_book_length_source,D:\Design-history-知识库\00-book_clean\赵农：《中国艺术设计史》_clean.md,1.0,,18,105176,2216,machine_read_complete,V2,
B0512,book,赵江洪：《设计艺术的含义》，1999,book_or_book_length_source,D:\Design-history-知识库\00-book_clean\赵江洪：《设计艺术的含义》，1999_clean.md,1.0,,17,95026,1869,machine_read_complete,V2,
B0513,book,邵宏：《西方设计：一部为生活制作艺术的历史》，2010,book_or_book_length_source,D:\Design-history-知识库\00-book_clean\邵宏：《西方设计：一部为生活制作艺术的历史》，2010_clean.md,1.0,,14,56082,1461,machine_read_complete,V2,
B0514,book,邹德侬：《中国现代建筑史》，2001,book_or_book_length_source,D:\Design-history-知识库\00-book_clean\邹德侬：《中国现代建筑史》，2001_clean.md,1.0,,16,75311,1863,machine_read_complete,V2,
B0515,book,阿德里安·福蒂：《欲求之物：1750年以来的设计与社会》，2001,book_or_book_length_source,D:\Design-history-知识库\00-book_clean\阿德里安·福蒂：《欲求之物：1750年以来的设计与社会》，2001_clean.md,1.0,,20,111055,3131,machine_read_complete,V2,
B0516,book,"霍维国, 霍光：《中国室内设计史(第2版)》，2015",book_or_book_length_source,"D:\Design-history-知识库\00-book_clean\霍维国, 霍光：《中国室内设计史(第2版)》，2015_clean.md",1.0,,21,86425,3282,machine_read_complete,V2,
B0517,book,靳埭强：《中国现代设计与包豪斯＝BAUHAUS CHINESE MODERN DESIGN》,book_or_book_length_source,D:\Design-history-知识库\00-book_clean\靳埭强：《中国现代设计与包豪斯＝BAUHAUS CHINESE MODERN DESIGN》.md,1.0,,27,85892,1885,machine_read_complete,V2,
P0001,paper,"[ACM Press the conference - Ft_ Lauderdale, Florida, USA -- Gaver, William W_; B",paper_or_other_research_source_unverified,"D:\Design-history-知识库\00-paper_clean\[ACM Press the conference - Ft_ Lauderdale, Florida, USA -- Gaver, William W_; B_clean.md",1.0,,9,74495,1333,machine_read_complete,V2,
P0002,paper,Alan C. Birnholz (review)：《Bauhaus and Bauhaus Peopleby Eckhard NeumannPainters of the Bauhausby Eberhard RotersWalter Gropius and the Creation of the…》,book_review,D:\Design-history-知识库\00-paper_clean\Alan C. Birnholz (review)：《Bauhaus and Bauhaus Peopleby Eckhard NeumannPainters of the Bauhausby Eberhard RotersWalter Gropius and the Creation of the…》_paged_clean.md,1.0,,9,47211,849,machine_read_complete,V2,
P0003,paper,"Allison, Brian：Research in Art and Design, 1993",paper_or_other_research_source_unverified,"D:\Design-history-知识库\00-paper_clean\Allison, Brian：Research in Art and Design, 1993_paged_clean.md",1.0,,9,61331,1126,machine_read_complete,V2,
P0004,paper,Alternatives：《exploring information appliances through Bill Gaver; Heather Marti,paper_or_other_research_source_unverified,D:\Design-history-知识库\00-paper_clean\Alternatives：《exploring information appliances through Bill Gaver; Heather Marti_clean.md,1.0,,9,78047,1474,machine_read_complete,V2,
P0005,paper,Anne-Marie Willis：《Ontological Designing》，2006,paper_or_other_research_source_unverified,D:\Design-history-知识库\00-paper_clean\Anne-Marie Willis：《Ontological Designing》，2006_paged_clean.md,1.0,,9,84064,1616,machine_read_complete,V2,
P0006,paper,"Avant-Garde as Method Vkhutemas and the Pedagogy of Space, 1920-1930",paper_or_other_research_source_unverified,"D:\Design-history-知识库\00-paper_clean\Avant-Garde as Method Vkhutemas and the Pedagogy of Space, 1920-1930_clean.md",1.0,,9,43547,1046,machine_read_complete,V2,
P0007,paper,"Bauhaus Imaginista Haus der Kulturen der Welt, Berlin, -- Basu, Priyanka -- West",paper_or_other_research_source_unverified,"D:\Design-history-知识库\00-paper_clean\Bauhaus Imaginista Haus der Kulturen der Welt, Berlin, -- Basu, Priyanka -- West_clean.md",1.0,,9,69258,1458,machine_read_complete,V2,
P0008,paper,"Book Review：《Michael Twyman, Printing 1770-1970 An Illustrated History of Its De",book_review,"D:\Design-history-知识库\00-paper_clean\Book Review：《Michael Twyman, Printing 1770-1970 An Illustrated History of Its De_clean.md",1.0,,9,44482,959,machine_read_complete,V2,
P0009,paper,"Brew, Angela：The Nature of Research：Inquiry into Academic Contexts, 2001",paper_or_other_research_source_unverified,"D:\Design-history-知识库\00-paper_clean\Brew, Angela：The Nature of Research：Inquiry into Academic Contexts, 2001_paged_clean.md",1.0,,9,83013,1663,machine_read_complete,V2,
P0010,paper,Bruno Latour (as Jim Johnson)：《Mixing Humans and Nonhumans Together： The Sociology of a Door-Closer》，1988,paper_or_other_research_source_unverified,D:\Design-history-知识库\00-paper_clean\Bruno Latour (as Jim Johnson)：《Mixing Humans and Nonhumans Together The Sociology of a Door-Closer》，1988_paged_clean.md,1.0,,9,67484,1120,machine_read_complete,V2,
P0011,paper,"Buchanan, Richard：Design Research and the New Learning, 2001",paper_or_other_research_source_unverified,"D:\Design-history-知识库\00-paper_clean\Buchanan, Richard：Design Research and the New Learning, 2001_paged_clean.md",1.0,,9,81161,1767,machine_read_complete,V2,
P0012,paper,Buchanan：《Discovering design explorations in design studies》,paper_or_other_research_source_unverified,D:\Design-history-知识库\00-paper_clean\Buchanan：《Discovering design explorations in design studies》_clean.md,1.0,,9,139592,2398,machine_read_complete,V2,
P0013,paper,Cameron Tonkinwise：《Design for Transitions ‒ from and to what》,paper_or_other_research_source_unverified,D:\Design-history-知识库\00-paper_clean\Cameron Tonkinwise：《Design for Transitions ‒ from and to what》_paged_clean.md,1.0,,9,77252,1394,machine_read_complete,V2,
P0014,paper,Cameron Tonkinwise：《How We Intend to Future： Review of Speculative Everything》，2014,book_review,D:\Design-history-知识库\00-paper_clean\Cameron Tonkinwise：《How We Intend to Future Review of Speculative Everything》，2014_paged_clean.md,1.0,,9,67885,1451,machine_read_complete,V2,
P0015,paper,Cameron Tonkinwise：《Is Design Finished？ Dematerialisation and Changing Things》，2004,paper_or_other_research_source_unverified,D:\Design-history-知识库\00-paper_clean\Cameron Tonkinwise：《Is Design Finished Dematerialisation and Changing Things》，2004_paged_clean.md,1.0,,9,82896,1339,machine_read_complete,V2,
P0016,paper,"Capkova, Helena; et al.：History of Design：Decorative Arts and Material Culture, 1400-2000, 2015",paper_or_other_research_source_unverified,"D:\Design-history-知识库\00-paper_clean\Capkova, Helena; et al.：History of Design：Decorative Arts and Material Culture, 1400-2000, 2015_paged_clean.md",1.0,,9,49457,1078,machine_read_complete,V2,
P0017,paper,Catherine Harper：《Rethinking Decoration Pleasure and Ideology in the Visual Arts》,paper_or_other_research_source_unverified,D:\Design-history-知识库\00-paper_clean\Catherine Harper：《Rethinking Decoration Pleasure and Ideology in the Visual Arts》_paged_clean.md,1.0,,9,48737,985,machine_read_complete,V2,
P0018,paper,"Cross, Nigel：Designerly Ways of Knowing, 2006",paper_or_other_research_source_unverified,"D:\Design-history-知识库\00-paper_clean\Cross, Nigel：Designerly Ways of Knowing, 2006_paged_clean.md",1.0,,9,99240,1652,machine_read_complete,V2,
P0019,paper,"Cross, Nigel：Designerly Ways of Knowing：Design Discipline versus Design Science, 2001",paper_or_other_research_source_unverified,"D:\Design-history-知识库\00-paper_clean\Cross, Nigel：Designerly Ways of Knowing：Design Discipline versus Design Science, 2001_paged_clean.md",1.0,,9,64894,1186,machine_read_complete,V2,
P0020,paper,"Design and the Construction of Publics -- DiSalvo, Carl -- Design Issues, #1, 25",paper_or_other_research_source_unverified,"D:\Design-history-知识库\00-paper_clean\Design and the Construction of Publics -- DiSalvo, Carl -- Design Issues, #1, 25_clean.md",1.0,,9,83574,1612,machine_read_complete,V2,
P0021,paper,"Design history _ an anthology -- Doordan, Dennis P -- A Design issues reader, Ca",paper_or_other_research_source_unverified,"D:\Design-history-知识库\00-paper_clean\Design history _ an anthology -- Doordan, Dennis P -- A Design issues reader, Ca_clean.md",1.0,,9,92497,1453,machine_read_complete,V2,
P0022,paper,"Design Issues：Editors (2004-2013), 2014",paper_or_other_research_source_unverified,"D:\Design-history-知识库\00-paper_clean\Design Issues：Editors (2004-2013), 2014_paged_clean.md",1.0,,9,54856,1066,machine_read_complete,V2,
P0023,paper,"Design research society conference -- Design Studies, #4, 18, pages I-0, 1997 oc",paper_or_other_research_source_unverified,"D:\Design-history-知识库\00-paper_clean\Design research society conference -- Design Studies, #4, 18, pages I-0, 1997 oc_clean.md",1.0,,9,42466,952,machine_read_complete,V2,
P0024,paper,"Designing Visual Interfaces -- Mullet, Kevin; Sano, Darrell -- ACM SIGCHI Bullet",paper_or_other_research_source_unverified,"D:\Design-history-知识库\00-paper_clean\Designing Visual Interfaces -- Mullet, Kevin; Sano, Darrell -- ACM SIGCHI Bullet_clean.md",1.0,,9,63396,1559,machine_read_complete,V2,
P0025,paper,"Dorst, Kees; Cross, Nigel：Creativity in the Design Process：Co-evolution of Problem and Solution, 2001",paper_or_other_research_source_unverified,"D:\Design-history-知识库\00-paper_clean\Dorst, Kees; Cross, Nigel：Creativity in the Design Process：Co-evolution of Problem and Solution, 2001_paged_clean.md",1.0,,9,68943,1432,machine_read_complete,V2,
P0026,paper,"Dorst, Kees：The Core of Design Thinking and Its Application, 2011",paper_or_other_research_source_unverified,"D:\Design-history-知识库\00-paper_clean\Dorst, Kees：The Core of Design Thinking and Its Application, 2011_paged_clean.md",1.0,,9,68219,1115,machine_read_complete,V2,
P0027,paper,"Dunne：《[ACM Press the conference - London, England (2002.06.25-2002.06.28)] Proc",paper_or_other_research_source_unverified,"D:\Design-history-知识库\00-paper_clean\Dunne：《[ACM Press the conference - London, England (2002.06.25-2002.06.28)] Proc_clean.md",1.0,,9,56138,1141,machine_read_complete,V2,
P0028,paper,"Engholm, Ida：Digital Style History：The Development of Graphic Design on the Internet, 2002",paper_or_other_research_source_unverified,"D:\Design-history-知识库\00-paper_clean\Engholm, Ida：Digital Style History：The Development of Graphic Design on the Internet, 2002_paged_clean.md",1.0,,9,78809,1350,machine_read_complete,V2,
P0029,paper,"Fallman：《The Interaction Design Research Triangle of Design Practice, Design Stu",paper_or_other_research_source_unverified,"D:\Design-history-知识库\00-paper_clean\Fallman：《The Interaction Design Research Triangle of Design Practice, Design Stu_clean.md",1.0,,9,59218,1086,machine_read_complete,V2,
P0030,paper,"Foucault, Michel：Of Other Spaces：Utopias and Heterotopias, 1967",paper_or_other_research_source_unverified,"D:\Design-history-知识库\00-paper_clean\Foucault, Michel：Of Other Spaces：Utopias and Heterotopias, 1967_paged_clean.md",1.0,,9,54527,1212,machine_read_complete,V2,
P0031,paper,"Frampton, Kenneth：Towards a Critical Regionalism：Six Points for an Architecture of Resistance, 1983",paper_or_other_research_source_unverified,"D:\Design-history-知识库\00-paper_clean\Frampton, Kenneth：Towards a Critical Regionalism：Six Points for an Architecture of Resistance, 1983_paged_clean.md",1.0,,9,82361,1295,machine_read_complete,V2,
P0032,paper,Gideon Kossoff：《Holism and the Reconstitution of Everyday Life： A Framework for Transition to a Sustainable Society》,paper_or_other_research_source_unverified,D:\Design-history-知识库\00-paper_clean\Gideon Kossoff：《Holism and the Reconstitution of Everyday Life A Framework for Transition to a Sustainable Society》_paged_clean.md,1.0,,9,72441,1373,machine_read_complete,V2,
P0033,paper,"Glanville, Ranulph; Jonas, Wolfgang：Research through Design through Research：A Cybernetic Model, 2007",paper_or_other_research_source_unverified,"D:\Design-history-知识库\00-paper_clean\Glanville, Ranulph; Jonas, Wolfgang：Research through Design through Research：A Cybernetic Model, 2007_paged_clean.md",1.0,,9,96359,1576,machine_read_complete,V2,
P0034,paper,Horst W. J. Rittel; Melvin M. Webber：《Dilemmas in a General Theory of Planning》,paper_or_other_research_source_unverified,D:\Design-history-知识库\00-paper_clean\Horst W. J. Rittel; Melvin M. Webber：《Dilemmas in a General Theory of Planning》_paged_clean.md,1.0,,9,65303,1391,machine_read_complete,V2,
P0035,paper,How HCI interprets the probes -- Kirsten Boehner; Janet Vertesi; Phoebe Sengers;,paper_or_other_research_source_unverified,D:\Design-history-知识库\00-paper_clean\How HCI interprets the probes -- Kirsten Boehner; Janet Vertesi; Phoebe Sengers;_clean.md,1.0,,9,79155,1467,machine_read_complete,V2,
P0036,paper,"How to conduct a bibliometric analysis_ An overview and -- Donthu, Naveen (autho",paper_or_other_research_source_unverified,"D:\Design-history-知识库\00-paper_clean\How to conduct a bibliometric analysis_ An overview and -- Donthu, Naveen (autho_clean.md",1.0,,9,67646,1501,machine_read_complete,V2,
P0037,paper,HUNT J. Prototyping the social Temporality and speculative futures at the inters,paper_or_other_research_source_unverified,D:\Design-history-知识库\00-paper_clean\HUNT J. Prototyping the social Temporality and speculative futures at the inters_clean.md,1.0,,9,55181,1214,machine_read_complete,V2,
P0038,paper,Igor Kopytoff：《The Cultural Biography of Things： Commoditization as Process》，1986,paper_or_other_research_source_unverified,D:\Design-history-知识库\00-paper_clean\Igor Kopytoff：《The Cultural Biography of Things Commoditization as Process》，1986_paged_clean.md,1.0,,9,70392,1330,machine_read_complete,V2,
P0039,paper,Jeanne Liedtka：《Perspective： Linking Design Thinking with Innovation Outcomes through Cognitive Bias Reduction》，2015,paper_or_other_research_source_unverified,D:\Design-history-知识库\00-paper_clean\Jeanne Liedtka：《Perspective Linking Design Thinking with Innovation Outcomes through Cognitive Bias Reduction》，2015_paged_clean.md,1.0,,9,81298,1533,machine_read_complete,V2,
P0040,paper,"Jespersen, John Kresten：Originality and Jones' The Grammar of Ornament of 1856, 2008",paper_or_other_research_source_unverified,"D:\Design-history-知识库\00-paper_clean\Jespersen, John Kresten：Originality and Jones' The Grammar of Ornament of 1856, 2008_paged_clean.md",1.0,,9,101140,1615,machine_read_complete,V2,
P0041,paper,Laura Forlano：《Posthumanism and Design》，2017,paper_or_other_research_source_unverified,D:\Design-history-知识库\00-paper_clean\Laura Forlano：《Posthumanism and Design》，2017_paged_clean.md,1.0,,9,90492,1650,machine_read_complete,V2,
P0042,paper,Lucy Kimbell：《Rethinking Design Thinking： Part II》，2012,paper_or_other_research_source_unverified,D:\Design-history-知识库\00-paper_clean\Lucy Kimbell：《Rethinking Design Thinking Part II》，2012_paged_clean.md,1.0,,9,77343,1608,machine_read_complete,V2,
P0043,paper,Lucy Kimbell：《Rethinking Design Thinking： Part I》，2011,paper_or_other_research_source_unverified,D:\Design-history-知识库\00-paper_clean\Lucy Kimbell：《Rethinking Design Thinking Part I》，2011_paged_clean.md,1.0,,9,95758,1536,machine_read_complete,V2,
P0044,paper,M. J. Golec：《Cold War Modern Design 1945-1970 Fear and Fashion in the Cold War Posters of the Cold War》,paper_or_other_research_source_unverified,D:\Design-history-知识库\00-paper_clean\M. J. Golec：《Cold War Modern Design 1945-1970 Fear and Fashion in the Cold War Posters of the Cold War》_paged_clean.md,1.0,,9,62200,1215,machine_read_complete,V2,
P0045,paper,"Madina Tlostanova, Redi Koobak：《Border thinking and disidentification Postcolonial and postsocialist feminist dialogues》",paper_or_other_research_source_unverified,"D:\Design-history-知识库\00-paper_clean\Madina Tlostanova, Redi Koobak：《Border thinking and disidentification Postcolonial and postsocialist feminist dialogues》_paged_clean.md",1.0,,9,84147,1311,machine_read_complete,V2,
P0046,paper,"Marian Mazzone, Ahmed Elgammal：《Art, Creativity, and the Potential of Artificial Intelligence》",paper_or_other_research_source_unverified,"D:\Design-history-知识库\00-paper_clean\Marian Mazzone, Ahmed Elgammal：《Art, Creativity, and the Potential of Artificial Intelligence》_paged_clean.md",1.0,,9,65039,1322,machine_read_complete,V2,
P0047,paper,"Michael S. Kimmel, Eileen Boris, Alan Crawford：《The Arts and Crafts Movement Handmade Socialism or Elite Consumerism Art and Labor Ruskin, Morris, and the Craftsman Ideal…》",paper_or_other_research_source_unverified,"D:\Design-history-知识库\00-paper_clean\Michael S. Kimmel, Eileen Boris, Alan Crawford：《The Arts and Crafts Movement Handmade Socialism or Elite Consumerism Art and Labor Ruskin, Morris, and the Craftsman Ideal…》_paged_clean.md",1.0,,9,69235,1360,machine_read_complete,V2,
P0048,paper,Nieusma：《Alternative Design Scholarship Working Toward Appropriate Design》,paper_or_other_research_source_unverified,D:\Design-history-知识库\00-paper_clean\Nieusma：《Alternative Design Scholarship Working Toward Appropriate Design》_clean.md,1.0,,9,63245,1206,machine_read_complete,V2,
P0049,paper,"Nigel Thrift：《Non-Representational Theory： Space, Politics, Affect》，2008",paper_or_other_research_source_unverified,"D:\Design-history-知识库\00-paper_clean\Nigel Thrift：《Non-Representational Theory Space, Politics, Affect》，2008_paged_clean.md",1.0,,9,111347,2003,machine_read_complete,V2,
P0050,paper,ONeill：《The Transformer Principles of Making Isotype Charts by Marie Neurath and,paper_or_other_research_source_unverified,D:\Design-history-知识库\00-paper_clean\ONeill：《The Transformer Principles of Making Isotype Charts by Marie Neurath and_clean.md,1.0,DUP0003,9,64089,1309,machine_read_complete,V2,
P0051,paper,Per Galle László Béla Kovács：《Replication protocol analysis a method for the study of real-world design thinking》,paper_or_other_research_source_unverified,D:\Design-history-知识库\00-paper_clean\Per Galle László Béla Kovács：《Replication protocol analysis a method for the study of real-world design thinking》_paged_clean.md,1.0,,9,68406,1305,machine_read_complete,V2,
P0052,paper,Reed Benhamou：《By Design Why There Are No Locks on the Bathroom Doors in the Hotel Louis XIV and Other Object Lessons (review)》,book_review,D:\Design-history-知识库\00-paper_clean\Reed Benhamou：《By Design Why There Are No Locks on the Bathroom Doors in the Hotel Louis XIV and Other Object Lessons (review)》_paged_clean.md,1.0,,9,52290,1143,machine_read_complete,V2,
P0053,paper,Reflective design -- Phoebe Sengers; Kirsten Boehner; Shay David; Joseph 'Jofish,paper_or_other_research_source_unverified,D:\Design-history-知识库\00-paper_clean\Reflective design -- Phoebe Sengers; Kirsten Boehner; Shay David; Joseph 'Jofish_clean.md,1.0,,9,72693,1382,machine_read_complete,V2,
P0054,paper,Regine M. Gilbert：《Inclusive Design for a Digital World Designing with Accessibility in Mind》,paper_or_other_research_source_unverified,D:\Design-history-知识库\00-paper_clean\Regine M. Gilbert：《Inclusive Design for a Digital World Designing with Accessibility in Mind》_clean.md,1.0,,9,98038,1761,machine_read_complete,V2,replacement_characters=4
P0055,paper,Review by Ellen Mazur Thomson：《ULM DESIGN THE MORALITY OF OBJECTSby Herbert Lind,book_review,D:\Design-history-知识库\00-paper_clean\Review by Ellen Mazur Thomson：《ULM DESIGN THE MORALITY OF OBJECTSby Herbert Lind_clean.md,1.0,,9,46283,948,machine_read_complete,V2,
P0056,paper,"Review：《Bauhaus 1919–1933 Workshops for Modernity Brown, Jack Perry(Ryerson & Bu",book_review,"D:\Design-history-知识库\00-paper_clean\Review：《Bauhaus 1919–1933 Workshops for Modernity Brown, Jack Perry(Ryerson & Bu_clean.md",1.0,,9,68140,1387,machine_read_complete,V2,
P0057,paper,"Richard Buchanan：《Declaration by Design Rhetoric, Argument, and Demonstration in Design Practice》",paper_or_other_research_source_unverified,"D:\Design-history-知识库\00-paper_clean\Richard Buchanan：《Declaration by Design Rhetoric, Argument, and Demonstration in Design Practice》_paged_clean.md",1.0,,9,75818,1549,machine_read_complete,V2,
P0058,paper,Richard Buchanan：《Wicked Problems in Design Thinking》,paper_or_other_research_source_unverified,D:\Design-history-知识库\00-paper_clean\Richard Buchanan：《Wicked Problems in Design Thinking》_paged_clean.md,1.0,,9,86159,1559,machine_read_complete,V2,
P0059,paper,Richard Coyne：《Wicked problems revisited》,paper_or_other_research_source_unverified,D:\Design-history-知识库\00-paper_clean\Richard Coyne：《Wicked problems revisited》_clean.md,1.0,,9,80175,1293,machine_read_complete,V2,
P0060,paper,"Saul Bass A Life in Film and Design, by Jennifer",paper_or_other_research_source_unverified,"D:\Design-history-知识库\00-paper_clean\Saul Bass A Life in Film and Design, by Jennifer_clean.md",1.0,,9,37687,844,machine_read_complete,V2,
P0061,paper,"Stephen L. Vargo, Robert F. Lusch：《Evolving to a New Dominant Logic for Marketing》，2004",paper_or_other_research_source_unverified,"D:\Design-history-知识库\00-paper_clean\Stephen L. Vargo, Robert F. Lusch：《Evolving to a New Dominant Logic for Marketing》，2004_paged_clean.md",1.0,,9,114893,1989,machine_read_complete,V2,
P0062,paper,"Susan E. Reid：《Repenser le Dégel： Versions du socialisme, influences internationales et société soviétique》，2005",paper_or_other_research_source_unverified,"D:\Design-history-知识库\00-paper_clean\Susan E. Reid：《Repenser le Dégel Versions du socialisme, influences internationales et société soviétique》，2005_paged_clean.md",1.0,,9,88618,1569,machine_read_complete,V2,
P0063,paper,"Terry Irwin, Gideon Kossoff, Cameron Tonkinwise：《Transition Design Provocation》，2015",paper_or_other_research_source_unverified,"D:\Design-history-知识库\00-paper_clean\Terry Irwin, Gideon Kossoff, Cameron Tonkinwise：《Transition Design Provocation》，2015_paged_clean.md",1.0,,9,87519,1387,machine_read_complete,V2,
P0064,paper,"Terry Irwin：《Transition Design： A Proposal for a New Area of Design Practice, Study, and Research》，2015",paper_or_other_research_source_unverified,"D:\Design-history-知识库\00-paper_clean\Terry Irwin：《Transition Design A Proposal for a New Area of Design Practice, Study, and Research》，2015_paged_clean.md",1.0,,9,91898,1837,machine_read_complete,V2,
P0065,paper,Thackara John：《In the Bubble. Designing in a Complex World》,paper_or_other_research_source_unverified,D:\Design-history-知识库\00-paper_clean\Thackara John：《In the Bubble. Designing in a Complex World》_clean.md,1.0,,9,143947,2771,machine_read_complete,V2,
P0066,paper,The Art Story Foundation：《Alexander Rodchenko》,paper_or_other_research_source_unverified,D:\Design-history-知识库\00-paper_clean\The Art Story Foundation：《Alexander Rodchenko》_paged_clean.md,1.0,,9,40423,926,machine_read_complete,V2,
P0067,paper,The Politics of the Artificial _ Essays on Design and Design -- Victor Margolin,paper_or_other_research_source_unverified,D:\Design-history-知识库\00-paper_clean\The Politics of the Artificial _ Essays on Design and Design -- Victor Margolin_clean.md,1.0,,9,103500,1937,machine_read_complete,V2,
P0068,paper,"The Transformer_ Principles of Making Isotype -- O'Neill, Jesse -- Design Issues",paper_or_other_research_source_unverified,"D:\Design-history-知识库\00-paper_clean\The Transformer_ Principles of Making Isotype -- O'Neill, Jesse -- Design Issues_clean.md",1.0,DUP0003,9,59686,1186,machine_read_complete,V2,
