source_id,corpus,source_folder,relative_path,category,size_bytes,sha256,characters,physical_lines,markdown_headings,replacement_characters,machine_read_status,semantic_review_status
B0001,book,1860-1914：《Learning to Consume Early Department Stores and the Shaping of the Mo,分析报告.md,legacy_root_report,32505,bcfaaf2dedb92f20682c22df018d843f8a13a263aa69198e1852afe49ce0e4f9,14696,239,29,0,complete,pending
B0001,book,1860-1914：《Learning to Consume Early Department Stores and the Shaping of the Mo,分析报告\00_整体分析报告.md,overall_report,21797,9e1d949cb62798bdf38724483c36ced203ce5b9112fddd1f35b66932c0e769f1,11358,237,29,0,complete,pending
B0001,book,1860-1914：《Learning to Consume Early Department Stores and the Shaping of the Mo,分析报告\01_导论：早期百货商店作为现代消费文化塑造者——若干初步论断.md,chapter_or_full_report,20655,41fec96696284da6ac74eb55c80df4f623f3029676f816074761d6b3b66d051b,12567,237,24,0,complete,pending
B0001,book,1860-1914：《Learning to Consume Early Department Stores and the Shaping of the Mo,分析报告\02_法国与美国早期百货商店简史.md,chapter_or_full_report,22494,a4cb65444c43ff0ffda41f36f8faffe31aa6b81706d5c5f5fb71053a8fa32b2d,14275,278,25,0,complete,pending
B0001,book,1860-1914：《Learning to Consume Early Department Stores and the Shaping of the Mo,分析报告\03_作为商业创新者的百货商店.md,chapter_or_full_report,20879,c07914ab426c33bd188453327d6420c467e63df75ee3ec155f6c95487e0c3b8a,12511,243,24,0,complete,pending
B0001,book,1860-1914：《Learning to Consume Early Department Stores and the Shaping of the Mo,分析报告\04_从顾客到消费者：百货商店作为女性公共空间与休闲中心.md,chapter_or_full_report,24748,08d66bf9dce5d52e392b8f5417ec8999fc5780366b5bced8491a33288cbb2082,14240,263,24,0,complete,pending
B0001,book,1860-1914：《Learning to Consume Early Department Stores and the Shaping of the Mo,分析报告\05_从观看到购买：早期百货商店在广告与商品展示方面的创新.md,chapter_or_full_report,22427,11c09272eb1d4203a0aeb6fb7408d93cf262612b11121777f49a19f57040e442,13638,241,24,0,complete,pending
B0001,book,1860-1914：《Learning to Consume Early Department Stores and the Shaping of the Mo,分析报告\06_早期百货商店内的现代消费文化：广告与展示的主导象征意义.md,chapter_or_full_report,24377,3de36d6c44af733f1062e875fb1a091723e561d8edd6ab1217fefc2e3b3bd161,14643,240,24,0,complete,pending
B0001,book,1860-1914：《Learning to Consume Early Department Stores and the Shaping of the Mo,分析报告\07_早期百货商店与购物的女性化：矛盾的女性形象.md,chapter_or_full_report,20632,b03eaec4d94d4080da693ad3046ad09b882d7407667fedd7cf1d3ca90991447e,11956,202,24,0,complete,pending
B0001,book,1860-1914：《Learning to Consume Early Department Stores and the Shaping of the Mo,分析报告\08_奢侈的虚假民主化：早期百货商店与现代中产阶级.md,chapter_or_full_report,23374,876a4a1ab172d5e13e40340f311169e01df00a7da22107e8b5d7d2f25d3fac94,13564,233,24,0,complete,pending
B0001,book,1860-1914：《Learning to Consume Early Department Stores and the Shaping of the Mo,分析报告\09_早期百货商店与都市文化.md,chapter_or_full_report,28047,a5c414d59bd66cf10ea74142ec0e4c11a874ef0dc487a4af6061a9311e67c2ed,16225,248,24,0,complete,pending
B0001,book,1860-1914：《Learning to Consume Early Department Stores and the Shaping of the Mo,分析报告\10_专项报告与实体总索引.md,special_entity_index,38565,a02e072b8d5babf73540aafccf116b4721220d43955c3da4790381802d564297,24802,565,31,0,complete,pending
B0001,book,1860-1914：《Learning to Consume Early Department Stores and the Shaping of the Mo,知识涌现分析\00_方法与规则.md,emergence_method_or_overview,7908,571a2a758244feee2b1974c7b2fb3484098727c4ae81b81baa351e31db207249,4168,112,13,0,complete,pending
B0001,book,1860-1914：《Learning to Consume Early Department Stores and the Shaping of the Mo,知识涌现分析\01_知识元语意分析.md,emergence_semantic_units,22915,66ed86ef742b1e0d634ef1c7f996d7eaa54ab6480c37887d5a9e9f979c95564f,13718,246,29,0,complete,pending
B0001,book,1860-1914：《Learning to Consume Early Department Stores and the Shaping of the Mo,知识涌现分析\02_语义链接网络.md,emergence_link_network,20767,f988cb125ad773aadd36a247ba7225a0d92795c6712b6ad91d9ebfe7754be134,11100,265,19,0,complete,pending
B0001,book,1860-1914：《Learning to Consume Early Department Stores and the Shaping of the Mo,知识涌现分析\03_知识涌现计算.md,emergence_computation,18355,558edfa7925575b34c5570da16d8e3abc572d158a3f3a3d876de0c0d595fbcb7,9463,232,15,0,complete,pending
B0001,book,1860-1914：《Learning to Consume Early Department Stores and the Shaping of the Mo,知识涌现分析\04_知识发现报告.md,emergence_discovery,27610,c744ff8ad818d3ce6a1f90bf82e819b85b9bf9bf691996f3a8324548d7bf0470,12957,350,26,0,complete,pending
B0002,book,[日]良品計畫株式會社：《MUJI 無印良品》，朱锷 译，2004,分析报告.md,legacy_root_report,6762,a00857cd3f0f45c58e3e53dae6853ea957e5c41d7e71efaa1ee980d22acb834d,2959,75,10,0,complete,pending
B0002,book,[日]良品計畫株式會社：《MUJI 無印良品》，朱锷 译，2004,分析报告\00_整体分析报告.md,overall_report,16736,60ca3e0539158415bdbf48b82e341e655ad0268ad42d487783edb410f36eaf0b,7147,154,13,0,complete,pending
B0002,book,[日]良品計畫株式會社：《MUJI 無印良品》，朱锷 译，2004,分析报告\Ch01_分析报告_MUJI_Birth.md,chapter_or_full_report,11017,88280270c2ff46be8c1650167d5372598fd83500cc71e04a8bfc4d55f2d7cf87,4804,116,15,0,complete,pending
B0002,book,[日]良品計畫株式會社：《MUJI 無印良品》，朱锷 译，2004,分析报告\Ch02_分析报告_MUJI_Products.md,chapter_or_full_report,8322,7a3d095a00cdf80e246a37a92937fb03912f6fa3c473e70e69764a9aaba40d79,3623,90,10,0,complete,pending
B0002,book,[日]良品計畫株式會社：《MUJI 無印良品》，朱锷 译，2004,分析报告\Ch03_分析报告_MUJI_Product_Design.md,chapter_or_full_report,9565,83fe9eae84179e4ac1d39b1ee1ab0ba456fff2a343d82f44c1c106b567cd9310,4169,106,14,0,complete,pending
B0002,book,[日]良品計畫株式會社：《MUJI 無印良品》，朱锷 译，2004,分析报告\Ch04_分析报告_MUJI_None_Yet_All.md,chapter_or_full_report,14962,8d43feb48bb2aa94807d4a55d7091eee31b9f7868059abeadf587406a98398e0,6208,133,17,0,complete,pending
B0002,book,[日]良品計畫株式會社：《MUJI 無印良品》，朱锷 译，2004,分析报告\Ch05_分析报告_MUJI_Space.md,chapter_or_full_report,11133,b9ebfd6bcf128676e19c5acaed739ba53bba9c90ef2c7ce3e794301140382984,4755,114,15,0,complete,pending
B0002,book,[日]良品計畫株式會社：《MUJI 無印良品》，朱锷 译，2004,分析报告\Ch06_分析报告_MUJI_Future.md,chapter_or_full_report,11320,c265e0f7379ab3fbf228dc6669f2a106e0449ca3d2e27dd42a443a2dda65c53e,4565,107,13,0,complete,pending
B0002,book,[日]良品計畫株式會社：《MUJI 無印良品》，朱锷 译，2004,分析报告\NN_专项报告与实体总索引.md,special_entity_index,16459,65a2f887d4df79031d597faeaf5f183dc57a02d68d1d2d5ccf1deba5c4af668b,8950,275,17,0,complete,pending
B0002,book,[日]良品計畫株式會社：《MUJI 無印良品》，朱锷 译，2004,知识涌现分析\00_方法与规则.md,emergence_method_or_overview,4514,ca86ccf993e86e674accb20b69170862a90b313d876ac9f66ca45bb9aac5faf4,2051,53,7,0,complete,pending
B0002,book,[日]良品計畫株式會社：《MUJI 無印良品》，朱锷 译，2004,知识涌现分析\01_知识元语意分析.md,emergence_semantic_units,9814,4f06db86f323dc38d34dba4aedce10370d1da918ad58e28f627b03889d7a237d,4878,133,10,0,complete,pending
B0002,book,[日]良品計畫株式會社：《MUJI 無印良品》，朱锷 译，2004,知识涌现分析\02_语义链接网络.md,emergence_link_network,10659,547d7acac1e237dd2507a4cd9eb1d128272df7271d130c1560fc4ab3286b6974,5351,145,14,0,complete,pending
B0002,book,[日]良品計畫株式會社：《MUJI 無印良品》，朱锷 译，2004,知识涌现分析\03_知识涌现计算.md,emergence_computation,9856,40169aa91bc8da2417fce014acf81d284441a19f3d0a8888ea92bc783a0257a7,4526,105,7,0,complete,pending
B0002,book,[日]良品計畫株式會社：《MUJI 無印良品》，朱锷 译，2004,知识涌现分析\04_知识发现报告.md,emergence_discovery,9542,13dacc0de93823bc1d6ee0b20cf966157fc8d2522e346b6fa7a0e23283656bbf,4213,105,6,0,complete,pending
B0003,book,A. H. Munsell：《A color notation》,分析报告\00_整体分析报告.md,overall_report,9437,9149ec7ef1bb0a5ef6553f7abb3aa761d0d328735082bf13c14813d1499a54ab,4553,149,13,0,complete,pending
B0003,book,A. H. Munsell：《A color notation》,分析报告\01_第一章_色彩记谱法.md,chapter_or_full_report,23766,77dec838938ae6fde9da3311332546713e184c527b23356bf27c4b6c9ca4e4f8,12244,264,25,0,complete,pending
B0003,book,A. H. Munsell：《A color notation》,分析报告\02_第二章_色彩乐谱.md,chapter_or_full_report,9102,cf041f0aa60dee9bd607bdefa3d07c1a69124116b98262008fdb2bea9cfc8ca0,4703,136,24,0,complete,pending
B0003,book,A. H. Munsell：《A color notation》,分析报告\03_第三章_色彩安排.md,chapter_or_full_report,36465,8de7cc929c5190f1c92a3edd89bef6789d176c276ec21c3abe58949785484b75,17046,386,43,0,complete,pending
B0003,book,A. H. Munsell：《A color notation》,分析报告\04_附录A_科学与教育.md,chapter_or_full_report,6877,0540d095b6b557c937c3a354886213a6c086912e7acd11f93b4bfe4aa5dd5499,3543,105,16,0,complete,pending
B0003,book,A. H. Munsell：《A color notation》,分析报告\05_附录B_术语应用.md,chapter_or_full_report,6522,cb01f00de34b2c1fb0b23d35f37cfddecc82e97d5960ce922d1c08aa9b2bde1d,3316,101,17,0,complete,pending
B0003,book,A. H. Munsell：《A color notation》,分析报告\12-13_专项报告与实体总索引.md,special_entity_index,34040,0e1d5addc7c0d78c148bf4154d931eb447a9c46a391e65074707d7c43d487749,21174,440,40,0,complete,pending
B0003,book,A. H. Munsell：《A color notation》,知识涌现分析\00_方法与规则.md,emergence_method_or_overview,4773,b13313a3414a1e2a7399ecc61e04c259a20471afb622ca913a408da1242a7928,2131,75,6,0,complete,pending
B0003,book,A. H. Munsell：《A color notation》,知识涌现分析\01_知识元语意分析.md,emergence_semantic_units,48017,7787fccd65d54eb0a0d8b252501dc3252608a8723aaccb7322579bf39c22ce51,27042,549,89,0,complete,pending
B0003,book,A. H. Munsell：《A color notation》,知识涌现分析\02_语义链接网络.md,emergence_link_network,74729,598501f81844209d45448f691cbb96e8fcd36075c5fbb537c3b251d5bad42e79,48252,622,60,0,complete,pending
B0003,book,A. H. Munsell：《A color notation》,知识涌现分析\03_知识涌现计算.md,emergence_computation,9951,f58fed2f5d0ad032bf022c5d2f9d7948597346b40118df9d88bd6f1fc6ab6f19,4725,166,30,0,complete,pending
B0003,book,A. H. Munsell：《A color notation》,知识涌现分析\04_知识发现报告.md,emergence_discovery,8680,58de6770b8fe3122ea255f1f4ecba2a1443967be9224c4aa0b5a15d8411c3438,4118,106,18,0,complete,pending
B0004,book,"Adam, Peter：Eileen Gray：Architect, Designer, 1987",分析报告.md,legacy_root_report,26125,be82a6a26a83f9adfde055a7a12a2fb4ea2f1ae77d6b9a5d33a6af45dbd76dcf,13475,253,31,0,complete,pending
B0004,book,"Adam, Peter：Eileen Gray：Architect, Designer, 1987",分析报告\00_整体分析报告.md,overall_report,14408,7c775ae1e0ddfb4687bf5acbbe98659ec61d5c2d74d21c6f6d2a4e1966733bd1,7304,186,13,0,complete,pending
B0004,book,"Adam, Peter：Eileen Gray：Architect, Designer, 1987",分析报告\01_EARLYYOUTH.md,chapter_or_full_report,18428,fb58c08b85fcce41f47cf8fd039365826a0a76af4d05028e8ea5bd878751cab0,10380,200,22,0,complete,pending
B0004,book,"Adam, Peter：Eileen Gray：Architect, Designer, 1987",分析报告\02_STUDENT_YEARS.md,chapter_or_full_report,21881,466088634e568e24ce30086236a58f171939aaddafa01c328e247c892788bcd6,12260,226,22,0,complete,pending
B0004,book,"Adam, Peter：Eileen Gray：Architect, Designer, 1987",分析报告\03_ENTERING_THE_TWENTIES.md,chapter_or_full_report,16453,b80a7b441821dddd79e8e28648dab813a2d4a743eef595a57d98389041122e0f,9348,202,22,0,complete,pending
B0004,book,"Adam, Peter：Eileen Gray：Architect, Designer, 1987",分析报告\04_JEAN_DESERT.md,chapter_or_full_report,14332,e0d977190ea8bc825ad81dc789f2b85e53c2935d261804f2bf128d92e44d87e8,7579,183,22,0,complete,pending
B0004,book,"Adam, Peter：Eileen Gray：Architect, Designer, 1987",分析报告\05_TOWARD_AN_ARCHITECTURE.md,chapter_or_full_report,24171,f0b77aaea0091541454219674116b73c0b2315191bda64ea380b403a4a3345be,13137,244,22,0,complete,pending
B0004,book,"Adam, Peter：Eileen Gray：Architect, Designer, 1987",分析报告\06_TEMPE_A_PAILLA.md,chapter_or_full_report,11705,a9977921636e1a9d35e89106de81c86f14df9523f0ff40e53778a0b7cc60bb5f,6157,163,20,0,complete,pending
B0004,book,"Adam, Peter：Eileen Gray：Architect, Designer, 1987",分析报告\07_BUILDING_FOR_OTHERS.md,chapter_or_full_report,7657,73f2bc1e6f84b650866f742d988e16e98b3cc42a6443d8269d29449f7fe01a41,4067,116,16,0,complete,pending
B0004,book,"Adam, Peter：Eileen Gray：Architect, Designer, 1987",分析报告\08_THE_SECOND_WORLD_WAR.md,chapter_or_full_report,8448,c449f4727f5c9d21955286bccacb6c10cd08830464637e0fe9ac9387396ee28b,4523,132,18,0,complete,pending
B0004,book,"Adam, Peter：Eileen Gray：Architect, Designer, 1987",分析报告\09_STARTING_ANEW.md,chapter_or_full_report,13611,cda230cebf24b07d12356872f51023c585c02e85bcc02f2c2f06d5bb1c55695e,7006,161,18,0,complete,pending
B0004,book,"Adam, Peter：Eileen Gray：Architect, Designer, 1987",分析报告\10_BIBLIOGRAPHY_AND_CATALOGUE.md,chapter_or_full_report,11609,acd52a4c5056b2aaf8f733c1243c2fe05c77be8cfe276295a03f6040104ac94a,5863,157,16,0,complete,pending
B0004,book,"Adam, Peter：Eileen Gray：Architect, Designer, 1987",分析报告\NN_专项报告与实体总索引.md,special_entity_index,40469,85c697e870ae9c828b460ba3315cf74910c7cc359e676e99b591405a2de104e8,26880,570,41,0,complete,pending
B0004,book,"Adam, Peter：Eileen Gray：Architect, Designer, 1987",知识涌现分析\00_方法与规则.md,emergence_method_or_overview,13040,3bafeb9cb55f2877f460bce993752b846e7f3c92b8b1ef21fc26f3e43463b78d,6674,263,35,0,complete,pending
B0004,book,"Adam, Peter：Eileen Gray：Architect, Designer, 1987",知识涌现分析\01_知识元语意分析.md,emergence_semantic_units,40867,e7ec4f74d64d9722f55707d739f031f646cfb43a9467a944adbf56c3b09c612f,22859,490,82,0,complete,pending
B0004,book,"Adam, Peter：Eileen Gray：Architect, Designer, 1987",知识涌现分析\02_语义链接网络.md,emergence_link_network,25037,ed70f0db4b76c9cede22bd35062134728370faf97948a4ced92826fbb2603540,12682,437,41,0,complete,pending
B0004,book,"Adam, Peter：Eileen Gray：Architect, Designer, 1987",知识涌现分析\03_知识涌现计算.md,emergence_computation,19642,98323e739187fe1c1e8fd3a7e19532ac0b7ec9677d17ebe9ad66cfc25ae7061e,9893,349,27,0,complete,pending
B0004,book,"Adam, Peter：Eileen Gray：Architect, Designer, 1987",知识涌现分析\04_知识发现报告.md,emergence_discovery,31817,cdb85530d2ded5408c5958e06314dc08a457c537cb61c53cbb87f6e52e51b286,14762,387,29,0,complete,pending
B0005,book,"Adamson, Glenn; Riello, Giorgio; Teasley, Sarah (eds.), Global Design History, 2011",分析报告.md,legacy_root_report,26538,3120db389cc0347239214f416cd63a5e084c4fc7639488593f1f2d02c5b9f36f,11980,239,31,0,complete,pending
B0005,book,"Adamson, Glenn; Riello, Giorgio; Teasley, Sarah (eds.), Global Design History, 2011",分析报告\00_整体分析报告.md,overall_report,16780,c739b38ce3272783f26dcbc6791625119386cc115c0325cf6e66389b3067b0d0,8539,177,13,0,complete,pending
B0005,book,"Adamson, Glenn; Riello, Giorgio; Teasley, Sarah (eds.), Global Design History, 2011",分析报告\01_全球文艺复兴：早期现代的跨文化器物.md,chapter_or_full_report,15060,29fa99eb7a130f90caeff330099ae1ee04bc3f2c9d2fdc40d045d64f65973a11,7667,115,20,0,complete,pending
B0005,book,"Adamson, Glenn; Riello, Giorgio; Teasley, Sarah (eds.), Global Design History, 2011",分析报告\02_景德镇的全球设计：地方生产与全球连接.md,chapter_or_full_report,12910,5a7cfddd04c71b3c193ecce117de2b827cacccfea84f4dc5da204bc3248ebd1a,6615,109,20,0,complete,pending
B0005,book,"Adamson, Glenn; Riello, Giorgio; Teasley, Sarah (eds.), Global Design History, 2011",分析报告\03_印度棉布与欧洲时尚1400-1800.md,chapter_or_full_report,15430,21efe4756bfa885cbf80b8085ea964615cf8004795031b66df01721b103228ea,7682,113,20,0,complete,pending
B0005,book,"Adamson, Glenn; Riello, Giorgio; Teasley, Sarah (eds.), Global Design History, 2011",分析报告\04_进口替代、创新与日本茶道.md,chapter_or_full_report,16669,deda7731c1007a37369621c11f359ca404c267ec9a1ac5ff18ccc9182e024b74,8346,118,20,0,complete,pending
B0005,book,"Adamson, Glenn; Riello, Giorgio; Teasley, Sarah (eds.), Global Design History, 2011",分析报告\05_时尚城市的全球化.md,chapter_or_full_report,13905,aac6ce2dad995e8ebf13b7a2db15c23e2cf0b0baba017ff07f72bb71e68b2794,7015,110,20,0,complete,pending
B0005,book,"Adamson, Glenn; Riello, Giorgio; Teasley, Sarah (eds.), Global Design History, 2011",分析报告\06_操演南非白人身份：国际与帝国展览.md,chapter_or_full_report,16012,ab8ebf566d0830f03119f3a9a519c13bc6b356d6ea811d02c8c9f3c4353fdc6b,7888,112,20,0,complete,pending
B0005,book,"Adamson, Glenn; Riello, Giorgio; Teasley, Sarah (eds.), Global Design History, 2011",分析报告\07_来自远方角落：电话、全球化与1920年代地方性生产.md,chapter_or_full_report,14780,7a010c0cce3c4b63c207ec0c90d06c1e106d06231966e640a4d6ebc493b9c6dc,7593,104,20,0,complete,pending
B0005,book,"Adamson, Glenn; Riello, Giorgio; Teasley, Sarah (eds.), Global Design History, 2011",分析报告\08_德意志制造同盟的全球化：设计改革、工业政策与德国外交.md,chapter_or_full_report,16704,d0821d6a812353289b46ece5ae047d53259acb9e795f2ced553538acda5c08ba,8877,114,20,0,complete,pending
B0005,book,"Adamson, Glenn; Riello, Giorgio; Teasley, Sarah (eds.), Global Design History, 2011",分析报告\09_设计在世界何处？印度个案1900-1945.md,chapter_or_full_report,13346,8aba25222e73203093d49cbb48a6a37addfc82cc6f35ef39bc29b307ec351681,6847,108,20,0,complete,pending
B0005,book,"Adamson, Glenn; Riello, Giorgio; Teasley, Sarah (eds.), Global Design History, 2011",分析报告\10_手工现代性：战后土耳其设计.md,chapter_or_full_report,15047,6942d38b48a459f8a4e4f96a735a7d3d40f45ab6ab384ed334bd7a71a6c433ea,7852,107,20,0,complete,pending
B0005,book,"Adamson, Glenn; Riello, Giorgio; Teasley, Sarah (eds.), Global Design History, 2011",分析报告\11_旧帝国与全球新奢侈：时尚设计的全球化.md,chapter_or_full_report,14026,90dcf6d3f37058b0188ae90e280fb9193cd7461e13a2ad3954b93fc4c0706f94,7651,107,20,0,complete,pending
B0005,book,"Adamson, Glenn; Riello, Giorgio; Teasley, Sarah (eds.), Global Design History, 2011",分析报告\12_分析社交网站：中国的快乐网设计.md,chapter_or_full_report,13744,6887259795008b4b665d9576a6a62d3ad5ca03e764a261ec019c2e186b640b05,6936,106,20,0,complete,pending
B0005,book,"Adamson, Glenn; Riello, Giorgio; Teasley, Sarah (eds.), Global Design History, 2011",分析报告\13_从民族国家史到建筑的全球叙事.md,chapter_or_full_report,14377,ddfabe0f8e861f6e26b3064886498b451773efd0b6d0a4abf6457714b228e3cc,7256,110,20,0,complete,pending
B0005,book,"Adamson, Glenn; Riello, Giorgio; Teasley, Sarah (eds.), Global Design History, 2011",分析报告\14_电子工匠：面向全球市场的当代设计.md,chapter_or_full_report,14191,f35bac33c71fe83a0cd9f29b6ce446a3d41689553947343118a85406078a887f,7393,119,20,0,complete,pending
B0005,book,"Adamson, Glenn; Riello, Giorgio; Teasley, Sarah (eds.), Global Design History, 2011",分析报告\NN_专项报告与实体总索引.md,special_entity_index,36421,dbf74d8b563ebf75d8218cbc025aae97ec714e7203e9feb1767876a4610a7fb4,25985,479,18,0,complete,pending
B0005,book,"Adamson, Glenn; Riello, Giorgio; Teasley, Sarah (eds.), Global Design History, 2011",知识涌现分析\00_方法与规则.md,emergence_method_or_overview,10755,9488a0730361d4a638ff64028827698a4d84cd199991bf6f039d314985fe2b3c,5229,193,35,0,complete,pending
B0005,book,"Adamson, Glenn; Riello, Giorgio; Teasley, Sarah (eds.), Global Design History, 2011",知识涌现分析\01_知识元语意分析.md,emergence_semantic_units,24802,51a969260ec2db11d4a99a05f6b08fe52f4bf8ccae2ba1af6d81aebc6384e9c8,12984,226,28,0,complete,pending
B0005,book,"Adamson, Glenn; Riello, Giorgio; Teasley, Sarah (eds.), Global Design History, 2011",知识涌现分析\02_语义链接网络.md,emergence_link_network,22948,71d066bf34c35a3f4da52a688bc44e27abbb7a62b850441083ff67f2c81889fa,12394,285,25,0,complete,pending
B0005,book,"Adamson, Glenn; Riello, Giorgio; Teasley, Sarah (eds.), Global Design History, 2011",知识涌现分析\03_知识涌现计算.md,emergence_computation,23014,94996fa3740d21d0f396d697f9512fe4a18d9fb493e1d589980007850b700a2c,13347,378,32,0,complete,pending
B0005,book,"Adamson, Glenn; Riello, Giorgio; Teasley, Sarah (eds.), Global Design History, 2011",知识涌现分析\04_知识发现报告.md,emergence_discovery,29746,2cb016d6120a830a91c4a3565981c7e7e598493295f377afe39c243ce1741a87,14330,338,25,0,complete,pending
B0006,book,"Adburgham, Alison：《Libertys a biography of a shop》",分析报告.md,legacy_root_report,18332,eb61b3bcfc9009b812444aa62cc930e49c36c943b063da52cac01c9fcd51386a,11112,227,29,0,complete,pending
B0006,book,"Adburgham, Alison：《Libertys a biography of a shop》",分析报告\00_整体分析报告.md,overall_report,30090,272d889f351b6fa85bd081e9d7867ae61351cecf38f174091fa5d2f1a61015d6,15115,269,30,0,complete,pending
B0006,book,"Adburgham, Alison：《Libertys a biography of a shop》",分析报告\01_第一章_东方仓库与艺术家们.md,chapter_or_full_report,10210,5ce7098d85a0da664b5b7291a82294f44a1eb5363ecce85193b53b89fbbce565,4355,100,10,0,complete,pending
B0006,book,"Adburgham, Alison：《Libertys a biography of a shop》",分析报告\02_第二章_第一家半间店铺；日本淘金潮.md,chapter_or_full_report,10960,91ce9f0466260701546b3d3d177cbe3b28068863929e9c811df98148a07b39e8,4840,99,10,0,complete,pending
B0006,book,"Adburgham, Alison：《Libertys a biography of a shop》",分析报告\03_第三章_唯美主义运动.md,chapter_or_full_report,11580,eb3bcdf9b88b0c793f7c8e17214922658e21bd52eb07c69a169958c93544b93e,5296,107,10,0,complete,pending
B0006,book,"Adburgham, Alison：《Libertys a biography of a shop》",分析报告\04_第四章_店铺扩张；Howell & James；默顿修道院.md,chapter_or_full_report,10577,f03bab6e94592b11ec35d4114ef14dcd7cbef79a90119378d2c4c98311a57ca4,4681,97,10,0,complete,pending
B0006,book,"Adburgham, Alison：《Libertys a biography of a shop》",分析报告\05_第五章_切舍姆大厦；摩尔风情潮；伊莎多拉·邓肯.md,chapter_or_full_report,13884,30e39259e0ac941ddab93e69b10886f275ea7a997e30a14bf3d612557c07218e,6226,119,10,0,complete,pending
B0006,book,"Adburgham, Alison：《Libertys a biography of a shop》",分析报告\06_第六章_戈德温与服装部；古董刺绣.md,chapter_or_full_report,13449,d022661a4a662a8d9c1a55fafddeabac2a17307803c375a4c6701fa836be0d70,5848,103,10,0,complete,pending
B0006,book,"Adburgham, Alison：《Libertys a biography of a shop》",分析报告\07_第七章_装饰合同；仿冒与抄袭；巴黎分店.md,chapter_or_full_report,12716,1672a0b750bfc53565988607483472a7c9e630da73c827dea3583924df327503,5858,96,10,0,complete,pending
B0006,book,"Adburgham, Alison：《Libertys a biography of a shop》",分析报告\08_第八章_进入九十年代；公众公司；家谱.md,chapter_or_full_report,13259,fa5fa6e37ccfa9a9b43000aec338f8e4e42c5ff7507615fa0ea6377eede37593,6301,100,10,0,complete,pending
B0006,book,"Adburgham, Alison：《Libertys a biography of a shop》",分析报告\09_第九章_新艺术运动；珠宝、银器与锡器.md,chapter_or_full_report,15309,7de12211f3ea26a40218131b537fb0223d9c022b005f04932062f027fc92b495,7751,117,10,0,complete,pending
B0006,book,"Adburgham, Alison：《Libertys a biography of a shop》",分析报告\10_第十章_美好年代——在伦敦和李庄园.md,chapter_or_full_report,16364,85b0853f70cdfd64ca47ccff0aa7f9f96c055a4bca314131762c3653dab0fa89,7647,142,10,0,complete,pending
B0006,book,"Adburgham, Alison：《Libertys a biography of a shop》",分析报告\11_第十一章_商业冒险；海外合同；第一次世界大战.md,chapter_or_full_report,16282,a836a8bf45e02ff45635ede09c73f3190e0d622352df43995aa68e75426d8afc,7254,140,10,0,complete,pending
B0006,book,"Adburgham, Alison：《Libertys a biography of a shop》",分析报告\12_第十二章_二十年代的速度；新大楼.md,chapter_or_full_report,22746,46f58955fc6dc9b7cd8929ceb98344286263b5bc57536242e7631429f412ee9e,10796,176,10,0,complete,pending
B0006,book,"Adburgham, Alison：《Libertys a biography of a shop》",分析报告\13_第十三章_从总罢工到第二次世界大战.md,chapter_or_full_report,20555,66c8f47cb1dd7aae8db658c8c1a357b09430384ea3332e2fea77534b73665ee3,9792,160,10,0,complete,pending
B0006,book,"Adburgham, Alison：《Libertys a biography of a shop》",分析报告\14_第十四章_战后复兴；进入七十年代.md,chapter_or_full_report,26634,02705611ac432e2c3e53bfcad6c8af0017dfd2244d641d9ed9412a97a3961ff8,13481,201,10,0,complete,pending
B0006,book,"Adburgham, Alison：《Libertys a biography of a shop》",分析报告\NN_专项报告与实体总索引.md,special_entity_index,44253,1f21c1b89097620c41d824b0059805b7afde25d8443426d1439663611833200f,26000,571,59,0,complete,pending
B0006,book,"Adburgham, Alison：《Libertys a biography of a shop》",知识涌现分析\00_方法与规则.md,emergence_method_or_overview,9743,d7c048bcf4321adcb91262a484b9cf8d5e1898dfa95e60f06a2cbd035ec82821,4678,163,21,0,complete,pending
B0006,book,"Adburgham, Alison：《Libertys a biography of a shop》",知识涌现分析\01_知识元语意分析.md,emergence_semantic_units,40315,64cec552b39de4f1741e81c5ec7a46eb338ebe9ec99a3eda2052ab4e162ad48f,20810,470,24,0,complete,pending
B0006,book,"Adburgham, Alison：《Libertys a biography of a shop》",知识涌现分析\02_语义链接网络.md,emergence_link_network,23043,189f983ecc59199b126028b508b1315b4f44e5a1a45588cdb74c2d59fc4b6ead,12962,400,29,0,complete,pending
B0006,book,"Adburgham, Alison：《Libertys a biography of a shop》",知识涌现分析\03_知识涌现计算.md,emergence_computation,24794,ab7be55aae7bd675c847e89000e2dedf0dec767e4d85c7494dbb8d506fc18bc9,12462,430,31,0,complete,pending
B0006,book,"Adburgham, Alison：《Libertys a biography of a shop》",知识涌现分析\04_知识发现报告.md,emergence_discovery,27540,3e50c0caf925a4a510278894c99a84913e02b6b61d2678449a3f79f329f44e10,12932,305,20,0,complete,pending
B0007,book,Ades：《Photomontage》,分析报告.md,legacy_root_report,31327,a12b4d99d9e1dc49434b75856c587a8cf8f955c43352728f180b7179bfe6a1c7,14445,207,30,0,complete,pending
B0007,book,Ades：《Photomontage》,分析报告\00_整体分析报告.md,overall_report,10942,37d66a2470ceb1887bd0ec33b7ef49478fffcc02a6837232ca13f2f98f96a87e,5451,117,10,0,complete,pending
