section_id,chapter_id,chapter_title,section_title,rank,source_id,corpus,folder_name,similarity_score,mapping_grade,status
0.8,CH00,导论　设计史的对象、证据、时间与叙事,如何阅读本书,16,B0336,book,"Paul B. Niell, Stacie G. Widdifield：《Buen Gusto and Classicism in the Visual Cultures of Latin America, 1780-1910》",0.280806,UNREVIEWED,candidate_needs_review
0.8,CH00,导论　设计史的对象、证据、时间与叙事,如何阅读本书,17,B0086,book,Colleen E. Kriger：《Cloth in West African History》,0.280037,UNREVIEWED,candidate_needs_review
0.8,CH00,导论　设计史的对象、证据、时间与叙事,如何阅读本书,18,B0158,book,Frank Whitford：《Bauhaus》,0.277305,UNREVIEWED,candidate_needs_review
0.8,CH00,导论　设计史的对象、证据、时间与叙事,如何阅读本书,19,B0238,book,Judith Gura：《Postmodern Design Complete》，2017,0.275868,UNREVIEWED,candidate_needs_review
0.8,CH00,导论　设计史的对象、证据、时间与叙事,如何阅读本书,20,B0201,book,Jane Jacobs：《The Death and Life of Great American Cities》，1961,0.275464,UNREVIEWED,candidate_needs_review
0.8,CH00,导论　设计史的对象、证据、时间与叙事,如何阅读本书,21,B0132,book,"Dr Maxine Berg：《The Age of Manufactures, 1700-1820 - Industry, Innovation and Work in Britain》",0.275281,UNREVIEWED,candidate_needs_review
0.8,CH00,导论　设计史的对象、证据、时间与叙事,如何阅读本书,22,B0085,book,Cole Nussbaumer Knaflic：《Storytelling with Data》,0.273425,UNREVIEWED,candidate_needs_review
0.8,CH00,导论　设计史的对象、证据、时间与叙事,如何阅读本书,23,B0260,book,Kenya Hara：《Designing Design》，2007,0.269856,UNREVIEWED,candidate_needs_review
0.8,CH00,导论　设计史的对象、证据、时间与叙事,如何阅读本书,24,B0092,book,Criticality：《and Its Discontents》,0.26957,UNREVIEWED,candidate_needs_review
0.8,CH00,导论　设计史的对象、证据、时间与叙事,如何阅读本书,25,B0137,book,"Edward Rolf Tufte：《Visual Explanations Images and Quantities, Evidence and Narrative》",0.268797,UNREVIEWED,candidate_needs_review
0.8,CH00,导论　设计史的对象、证据、时间与叙事,如何阅读本书,26,B0166,book,"George, Kenneth M.; Nordholt, Henk Schulte：《Outward Appearances Dressing State and Society in Indonesia》",0.267619,UNREVIEWED,candidate_needs_review
0.8,CH00,导论　设计史的对象、证据、时间与叙事,如何阅读本书,27,B0111,book,Design History and Culture ： Methods and Approaches -- Javier Gimeno-Martínez --,0.267069,UNREVIEWED,candidate_needs_review
0.8,CH00,导论　设计史的对象、证据、时间与叙事,如何阅读本书,28,B0007,book,Ades：《Photomontage》,0.266286,UNREVIEWED,candidate_needs_review
0.8,CH00,导论　设计史的对象、证据、时间与叙事,如何阅读本书,29,B0115,book,"Design, History and Time _ New Temporalities in a Digital -- Hendon, Zoë (editor",0.264945,UNREVIEWED,candidate_needs_review
0.8,CH00,导论　设计史的对象、证据、时间与叙事,如何阅读本书,30,B0273,book,"Lees-Maffei, Grace; Houze, Rebecca (eds.)：The Design History Reader, 2010",0.264836,UNREVIEWED,candidate_needs_review
1.1,CH01,第一章　工业化、劳动分工与“设计”的生成,前工业造物与分布式知识,1,B0084,book,"Clive Dilnot：《A John Heskett Reader Design, History, Economics》",0.382052,UNREVIEWED,candidate_needs_review
1.1,CH01,第一章　工业化、劳动分工与“设计”的生成,前工业造物与分布式知识,2,B0149,book,"Epstein, Stephan R.; Prak, Maarten：Guilds, Innovation, and the European Economy, 1400-1800, 2008",0.375009,UNREVIEWED,candidate_needs_review
1.1,CH01,第一章　工业化、劳动分工与“设计”的生成,前工业造物与分布式知识,3,B0506,book,维克多·马格林：《世界设计史1：史前至一战》，2015,0.371384,UNREVIEWED,candidate_needs_review
1.1,CH01,第一章　工业化、劳动分工与“设计”的生成,前工业造物与分布式知识,4,B0130,book,Donald Quataert：《Ottoman Manufacturing in the Age of the Industrial Revolution》,0.369737,UNREVIEWED,candidate_needs_review
1.1,CH01,第一章　工业化、劳动分工与“设计”的生成,前工业造物与分布式知识,5,B0424,book,Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》,0.368258,UNREVIEWED,candidate_needs_review
1.1,CH01,第一章　工业化、劳动分工与“设计”的生成,前工业造物与分布式知识,6,B0086,book,Colleen E. Kriger：《Cloth in West African History》,0.36218,UNREVIEWED,candidate_needs_review
1.1,CH01,第一章　工业化、劳动分工与“设计”的生成,前工业造物与分布式知识,7,B0259,book,"Kenneth Pomeranz：《The Great Divergence China, Europe, and the Making of the Modern World Economy》",0.358998,UNREVIEWED,candidate_needs_review
1.1,CH01,第一章　工业化、劳动分工与“设计”的生成,前工业造物与分布式知识,8,B0132,book,"Dr Maxine Berg：《The Age of Manufactures, 1700-1820 - Industry, Innovation and Work in Britain》",0.355227,UNREVIEWED,candidate_needs_review
1.1,CH01,第一章　工业化、劳动分工与“设计”的生成,前工业造物与分布式知识,9,B0393,book,"Sennett, Richard：The Craftsman, 2008",0.340975,UNREVIEWED,candidate_needs_review
1.1,CH01,第一章　工业化、劳动分工与“设计”的生成,前工业造物与分布式知识,10,B0107,book,Design Anthropology in Context _ An Introduction to Design -- Adam Drazin -- Lon,0.340761,UNREVIEWED,candidate_needs_review
1.1,CH01,第一章　工业化、劳动分工与“设计”的生成,前工业造物与分布式知识,11,B0225,book,John Heskett：《Industrial Design》，1980,0.339745,UNREVIEWED,candidate_needs_review
1.1,CH01,第一章　工业化、劳动分工与“设计”的生成,前工业造物与分布式知识,12,B0021,book,Andrew Feenberg：《Transforming Technology A Critical Theory Revisited》,0.333491,UNREVIEWED,candidate_needs_review
1.1,CH01,第一章　工业化、劳动分工与“设计”的生成,前工业造物与分布式知识,13,B0101,book,David Raizman：《History of Modern Design》,0.326065,UNREVIEWED,candidate_needs_review
1.1,CH01,第一章　工业化、劳动分工与“设计”的生成,前工业造物与分布式知识,14,B0151,book,"Ezio Manzini：《Design, When Everybody Designs An Introduction to Design for Social Innovation》，2015",0.319807,UNREVIEWED,candidate_needs_review
1.1,CH01,第一章　工业化、劳动分工与“设计”的生成,前工业造物与分布式知识,15,B0257,book,"Ken Friedman：《Theory construction in design research criteria approaches, and methods》",0.318958,UNREVIEWED,candidate_needs_review
1.1,CH01,第一章　工业化、劳动分工与“设计”的生成,前工业造物与分布式知识,16,B0515,book,阿德里安·福蒂：《欲求之物：1750年以来的设计与社会》，2001,0.318543,UNREVIEWED,candidate_needs_review
1.1,CH01,第一章　工业化、劳动分工与“设计”的生成,前工业造物与分布式知识,17,B0054,book,"Bringing design to software (Terry Winograd, (ed.))",0.317647,UNREVIEWED,candidate_needs_review
1.1,CH01,第一章　工业化、劳动分工与“设计”的生成,前工业造物与分布式知识,18,P0018,paper,"Cross, Nigel：Designerly Ways of Knowing, 2006",0.31577,UNREVIEWED,candidate_needs_review
1.1,CH01,第一章　工业化、劳动分工与“设计”的生成,前工业造物与分布式知识,19,B0318,book,"Morris, William：Hopes and Fears for Art, 1882",0.315197,UNREVIEWED,candidate_needs_review
1.1,CH01,第一章　工业化、劳动分工与“设计”的生成,前工业造物与分布式知识,20,B0320,book,"Muthesius, Hermann：The English House, 1979",0.312712,UNREVIEWED,candidate_needs_review
1.1,CH01,第一章　工业化、劳动分工与“设计”的生成,前工业造物与分布式知识,21,B0128,book,Donald A. Schön：《The Reflective Practitioner How Professionals Think In Action》,0.311255,UNREVIEWED,candidate_needs_review
1.1,CH01,第一章　工业化、劳动分工与“设计”的生成,前工业造物与分布式知识,22,P0071,paper,"Wiebe E. Bijker, Thomas P. Hughes：《The Social Construction of Technological Systems》，1987",0.311052,UNREVIEWED,candidate_needs_review
1.1,CH01,第一章　工业化、劳动分工与“设计”的生成,前工业造物与分布式知识,23,B0188,book,"Heskett, John：Design：A Very Short Introduction, 2005",0.308942,UNREVIEWED,candidate_needs_review
1.1,CH01,第一章　工业化、劳动分工与“设计”的生成,前工业造物与分布式知识,24,B0229,book,"John Pile, Judith Gura, Drew Plunkett：《A History of Interior Design, 5th Edition》，2023",0.308636,UNREVIEWED,candidate_needs_review
1.1,CH01,第一章　工业化、劳动分工与“设计”的生成,前工业造物与分布式知识,25,B0145,book,Ellen Lupton：《Mechanical Brides Women and Machines from Home to Office》,0.306465,UNREVIEWED,candidate_needs_review
1.1,CH01,第一章　工业化、劳动分工与“设计”的生成,前工业造物与分布式知识,26,B0416,book,"The arts and crafts movement (Blakesley, Rosalind P. (Rosalind Polly)) (z-librar",0.305042,UNREVIEWED,candidate_needs_review
1.1,CH01,第一章　工业化、劳动分工与“设计”的生成,前工业造物与分布式知识,27,P0049,paper,"Nigel Thrift：《Non-Representational Theory： Space, Politics, Affect》，2008",0.304632,UNREVIEWED,candidate_needs_review
1.1,CH01,第一章　工业化、劳动分工与“设计”的生成,前工业造物与分布式知识,28,B0308,book,Michael Polanyi：《The tacit dimension》,0.304458,UNREVIEWED,candidate_needs_review
1.1,CH01,第一章　工业化、劳动分工与“设计”的生成,前工业造物与分布式知识,29,B0059,book,"Buchanan, Richard; Margolin, Victor (eds.), The Idea of Design, 1995",0.3041,UNREVIEWED,candidate_needs_review
1.1,CH01,第一章　工业化、劳动分工与“设计”的生成,前工业造物与分布式知识,30,B0157,book,"Forty, Adrian：Objects of Desire, 1986",0.302147,UNREVIEWED,candidate_needs_review
1.2,CH01,第一章　工业化、劳动分工与“设计”的生成,机器、能源与尺度变化,1,B0130,book,Donald Quataert：《Ottoman Manufacturing in the Age of the Industrial Revolution》,0.42096,UNREVIEWED,candidate_needs_review
1.2,CH01,第一章　工业化、劳动分工与“设计”的生成,机器、能源与尺度变化,2,B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",0.409927,UNREVIEWED,candidate_needs_review
1.2,CH01,第一章　工业化、劳动分工与“设计”的生成,机器、能源与尺度变化,3,B0132,book,"Dr Maxine Berg：《The Age of Manufactures, 1700-1820 - Industry, Innovation and Work in Britain》",0.385473,UNREVIEWED,candidate_needs_review
1.2,CH01,第一章　工业化、劳动分工与“设计”的生成,机器、能源与尺度变化,4,B0086,book,Colleen E. Kriger：《Cloth in West African History》,0.380597,UNREVIEWED,candidate_needs_review
1.2,CH01,第一章　工业化、劳动分工与“设计”的生成,机器、能源与尺度变化,5,B0259,book,"Kenneth Pomeranz：《The Great Divergence China, Europe, and the Making of the Modern World Economy》",0.342426,UNREVIEWED,candidate_needs_review
1.2,CH01,第一章　工业化、劳动分工与“设计”的生成,机器、能源与尺度变化,6,B0373,book,Robert Venturi：《Complexity and Contradiction in Architecture》,0.337957,UNREVIEWED,candidate_needs_review
1.2,CH01,第一章　工业化、劳动分工与“设计”的生成,机器、能源与尺度变化,7,B0334,book,"Parthasarathi, Prasannan：Why Europe Grew Rich and Asia Did Not：Global Economic Divergence, 1600-1850, 2011",0.335025,UNREVIEWED,candidate_needs_review
1.2,CH01,第一章　工业化、劳动分工与“设计”的生成,机器、能源与尺度变化,8,B0169,book,Giorgio Riello：《Cotton The Fabric That Made the Modern World》,0.333741,UNREVIEWED,candidate_needs_review
1.2,CH01,第一章　工业化、劳动分工与“设计”的生成,机器、能源与尺度变化,9,B0115,book,"Design, History and Time _ New Temporalities in a Digital -- Hendon, Zoë (editor",0.331224,UNREVIEWED,candidate_needs_review
1.2,CH01,第一章　工业化、劳动分工与“设计”的生成,机器、能源与尺度变化,10,B0346,book,Penny Sparke：《Italian Design 1870 to the Present》，1988,0.328478,UNREVIEWED,candidate_needs_review
1.2,CH01,第一章　工业化、劳动分工与“设计”的生成,机器、能源与尺度变化,11,B0154,book,Finlay Robert：《The pilgrim art cultures of porcelain in world history》,0.319285,UNREVIEWED,candidate_needs_review
1.2,CH01,第一章　工业化、劳动分工与“设计”的生成,机器、能源与尺度变化,12,B0482,book,张夫也：《外国现代设计史》，2009,0.315536,UNREVIEWED,candidate_needs_review
1.2,CH01,第一章　工业化、劳动分工与“设计”的生成,机器、能源与尺度变化,13,B0272,book,"Lears, T. J. Jackson：《No place of grace antimodernism and the transformation of American culture, 1880-1920》",0.315069,UNREVIEWED,candidate_needs_review
1.2,CH01,第一章　工业化、劳动分工与“设计”的生成,机器、能源与尺度变化,14,B0189,book,"Heskett, John：《Industrial design》",0.314226,UNREVIEWED,candidate_needs_review
1.2,CH01,第一章　工业化、劳动分工与“设计”的生成,机器、能源与尺度变化,15,B0380,book,Rudolf Arnheim：《The Dynamics of Architectural Form Based on the 1975 Mary Duke Biddle Lectures at the Cooper Union》，1975,0.310322,UNREVIEWED,candidate_needs_review
1.2,CH01,第一章　工业化、劳动分工与“设计”的生成,机器、能源与尺度变化,16,B0292,book,Margolin：《World history of design》,0.310003,UNREVIEWED,candidate_needs_review
1.2,CH01,第一章　工业化、劳动分工与“设计”的生成,机器、能源与尺度变化,17,B0225,book,John Heskett：《Industrial Design》，1980,0.309625,UNREVIEWED,candidate_needs_review
1.2,CH01,第一章　工业化、劳动分工与“设计”的生成,机器、能源与尺度变化,18,B0251,book,Kate Fletcher：《Sustainable Fashion and Textiles Design Journeys》，2008,0.309258,UNREVIEWED,candidate_needs_review
1.2,CH01,第一章　工业化、劳动分工与“设计”的生成,机器、能源与尺度变化,19,B0206,book,"Jeffrey L. Meikle：《Twentieth Century Limited Industrial Design in America, 1925-1939》，2001",0.308606,UNREVIEWED,candidate_needs_review
1.2,CH01,第一章　工业化、劳动分工与“设计”的生成,机器、能源与尺度变化,20,B0328,book,"Objects of desire ： design and society since 1750 -- Forty, Adrian, 1948- -- New",0.307579,UNREVIEWED,candidate_needs_review
1.2,CH01,第一章　工业化、劳动分工与“设计”的生成,机器、能源与尺度变化,21,B0288,book,"Margolin, Victor, World History of Design, Volume 1, 2015",0.307245,UNREVIEWED,candidate_needs_review
1.2,CH01,第一章　工业化、劳动分工与“设计”的生成,机器、能源与尺度变化,22,B0090,book,"Crane, Walter：The Bases of Design, 1898",0.302953,UNREVIEWED,candidate_needs_review
1.2,CH01,第一章　工业化、劳动分工与“设计”的生成,机器、能源与尺度变化,23,B0486,book,朱和平：《世界现代设计史》，2004,0.301024,UNREVIEWED,candidate_needs_review
1.2,CH01,第一章　工业化、劳动分工与“设计”的生成,机器、能源与尺度变化,24,B0024,book,"Anthony Dunne, Fiona Raby：《Speculative Everything Design, Fiction, and Social Dreaming》，2013",0.299437,UNREVIEWED,candidate_needs_review
1.2,CH01,第一章　工业化、劳动分工与“设计”的生成,机器、能源与尺度变化,25,B0101,book,David Raizman：《History of Modern Design》,0.299381,UNREVIEWED,candidate_needs_review
1.2,CH01,第一章　工业化、劳动分工与“设计”的生成,机器、能源与尺度变化,26,B0299,book,Massimo Vignelli：《The Vignelli Canon》,0.297822,UNREVIEWED,candidate_needs_review
1.2,CH01,第一章　工业化、劳动分工与“设计”的生成,机器、能源与尺度变化,27,B0065,book,Carl DiSalvo：《Adversarial Design》,0.296991,UNREVIEWED,candidate_needs_review
1.2,CH01,第一章　工业化、劳动分工与“设计”的生成,机器、能源与尺度变化,28,B0102,book,David Raizman：《History of Modern Design》，2023,0.2953,UNREVIEWED,candidate_needs_review
1.2,CH01,第一章　工业化、劳动分工与“设计”的生成,机器、能源与尺度变化,29,B0031,book,Arthur J. Pulos：《American design ethic a history of industrial design to 1940》,0.294193,UNREVIEWED,candidate_needs_review
1.2,CH01,第一章　工业化、劳动分工与“设计”的生成,机器、能源与尺度变化,30,B0157,book,"Forty, Adrian：Objects of Desire, 1986",0.293681,UNREVIEWED,candidate_needs_review
1.3,CH01,第一章　工业化、劳动分工与“设计”的生成,劳动分工与图样权力,1,B0225,book,John Heskett：《Industrial Design》，1980,0.398045,UNREVIEWED,candidate_needs_review
1.3,CH01,第一章　工业化、劳动分工与“设计”的生成,劳动分工与图样权力,2,B0415,book,"Thackara, John (ed.), Design After Modernism, 1988",0.34871,UNREVIEWED,candidate_needs_review
1.3,CH01,第一章　工业化、劳动分工与“设计”的生成,劳动分工与图样权力,3,B0189,book,"Heskett, John：《Industrial design》",0.328404,UNREVIEWED,candidate_needs_review
1.3,CH01,第一章　工业化、劳动分工与“设计”的生成,劳动分工与图样权力,4,B0075,book,"Charlotte Fiell, Peter Fiell：《Design of the 20th Century》，1999",0.324042,UNREVIEWED,candidate_needs_review
1.3,CH01,第一章　工业化、劳动分工与“设计”的生成,劳动分工与图样权力,5,B0285,book,"Margolin, Victor, Design History or Design Studies, 1992",0.293771,UNREVIEWED,candidate_needs_review
1.3,CH01,第一章　工业化、劳动分工与“设计”的生成,劳动分工与图样权力,6,B0328,book,"Objects of desire ： design and society since 1750 -- Forty, Adrian, 1948- -- New",0.29324,UNREVIEWED,candidate_needs_review
1.3,CH01,第一章　工业化、劳动分工与“设计”的生成,劳动分工与图样权力,7,B0101,book,David Raizman：《History of Modern Design》,0.29065,UNREVIEWED,candidate_needs_review
1.3,CH01,第一章　工业化、劳动分工与“设计”的生成,劳动分工与图样权力,8,B0205,book,Jeffrey L. Meikle：《Design in the USA》,0.290469,UNREVIEWED,candidate_needs_review
1.3,CH01,第一章　工业化、劳动分工与“设计”的生成,劳动分工与图样权力,9,B0157,book,"Forty, Adrian：Objects of Desire, 1986",0.288822,UNREVIEWED,candidate_needs_review
1.3,CH01,第一章　工业化、劳动分工与“设计”的生成,劳动分工与图样权力,10,B0036,book,"Attfield：《A View from the interior feminism, women, and design》",0.279379,UNREVIEWED,candidate_needs_review
1.3,CH01,第一章　工业化、劳动分工与“设计”的生成,劳动分工与图样权力,11,B0336,book,"Paul B. Niell, Stacie G. Widdifield：《Buen Gusto and Classicism in the Visual Cultures of Latin America, 1780-1910》",0.275683,UNREVIEWED,candidate_needs_review
1.3,CH01,第一章　工业化、劳动分工与“设计”的生成,劳动分工与图样权力,12,B0466,book,世界设计史_I_史前至一战,0.273741,UNREVIEWED,candidate_needs_review
1.3,CH01,第一章　工业化、劳动分工与“设计”的生成,劳动分工与图样权力,13,B0439,book,"Walker, John Albert; Attfield, Judy：Design History and the History of Design, 1989",0.272028,UNREVIEWED,candidate_needs_review
1.3,CH01,第一章　工业化、劳动分工与“设计”的生成,劳动分工与图样权力,14,B0168,book,"Gillian Naylor：《The arts and crafts movement a study of its sources, ideals and influence on design theory》",0.271454,UNREVIEWED,candidate_needs_review
1.3,CH01,第一章　工业化、劳动分工与“设计”的生成,劳动分工与图样权力,15,B0071,book,Charles Jencks：《The Language of Post-Modern Architecture》，1977,0.270223,UNREVIEWED,candidate_needs_review
1.3,CH01,第一章　工业化、劳动分工与“设计”的生成,劳动分工与图样权力,16,B0132,book,"Dr Maxine Berg：《The Age of Manufactures, 1700-1820 - Industry, Innovation and Work in Britain》",0.266473,UNREVIEWED,candidate_needs_review
1.3,CH01,第一章　工业化、劳动分工与“设计”的生成,劳动分工与图样权力,17,B0515,book,阿德里安·福蒂：《欲求之物：1750年以来的设计与社会》，2001,0.266242,UNREVIEWED,candidate_needs_review
1.3,CH01,第一章　工业化、劳动分工与“设计”的生成,劳动分工与图样权力,18,B0154,book,Finlay Robert：《The pilgrim art cultures of porcelain in world history》,0.266224,UNREVIEWED,candidate_needs_review
1.3,CH01,第一章　工业化、劳动分工与“设计”的生成,劳动分工与图样权力,19,B0038,book,"Bauer, Arnold J：《Goods, power, history Latin Americas material culture》",0.265022,UNREVIEWED,candidate_needs_review
1.3,CH01,第一章　工业化、劳动分工与“设计”的生成,劳动分工与图样权力,20,B0099,book,"David Crowley, Susan E. Reid：《Socialist Spaces Sites of Everyday Life in the Eastern Bloc》，2002",0.263686,UNREVIEWED,candidate_needs_review
1.3,CH01,第一章　工业化、劳动分工与“设计”的生成,劳动分工与图样权力,21,B0083,book,"Clark, Hazel; Brody, David (eds.), Design Studies： A Reader, 2009",0.260109,UNREVIEWED,candidate_needs_review
1.3,CH01,第一章　工业化、劳动分工与“设计”的生成,劳动分工与图样权力,22,B0293,book,Marius B. Jansen：《The Making of Modern Japan》，2000,0.259869,UNREVIEWED,candidate_needs_review
1.3,CH01,第一章　工业化、劳动分工与“设计”的生成,劳动分工与图样权力,23,B0031,book,Arthur J. Pulos：《American design ethic a history of industrial design to 1940》,0.256598,UNREVIEWED,candidate_needs_review
1.3,CH01,第一章　工业化、劳动分工与“设计”的生成,劳动分工与图样权力,24,B0084,book,"Clive Dilnot：《A John Heskett Reader Design, History, Economics》",0.256156,UNREVIEWED,candidate_needs_review
1.3,CH01,第一章　工业化、劳动分工与“设计”的生成,劳动分工与图样权力,25,B0399,book,"Sparke, Penny; Fisher, Fiona (eds.), The Routledge Companion to Design Studies, 2016",0.255465,UNREVIEWED,candidate_needs_review
1.3,CH01,第一章　工业化、劳动分工与“设计”的生成,劳动分工与图样权力,26,B0288,book,"Margolin, Victor, World History of Design, Volume 1, 2015",0.254548,UNREVIEWED,candidate_needs_review
1.3,CH01,第一章　工业化、劳动分工与“设计”的生成,劳动分工与图样权力,27,B0478,book,大卫·瑞兹曼 (David Raizman)：《现代设计史（第2版）》，2013,0.254384,UNREVIEWED,candidate_needs_review
1.3,CH01,第一章　工业化、劳动分工与“设计”的生成,劳动分工与图样权力,28,B0417,book,"The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York",0.247352,UNREVIEWED,candidate_needs_review
1.3,CH01,第一章　工业化、劳动分工与“设计”的生成,劳动分工与图样权力,29,B0396,book,"Silverman：《Art nouveau in fin-de-siècle France politics, psychology, and style》",0.244098,UNREVIEWED,candidate_needs_review
1.3,CH01,第一章　工业化、劳动分工与“设计”的生成,劳动分工与图样权力,30,B0102,book,David Raizman：《History of Modern Design》，2023,0.243735,UNREVIEWED,candidate_needs_review
1.4,CH01,第一章　工业化、劳动分工与“设计”的生成,材料系统与新形式,1,B0071,book,Charles Jencks：《The Language of Post-Modern Architecture》，1977,0.423993,UNREVIEWED,candidate_needs_review
1.4,CH01,第一章　工业化、劳动分工与“设计”的生成,材料系统与新形式,2,B0074,book,"Charlotte Fiell, Peter Fiell：《1000 Chairs》",0.362491,UNREVIEWED,candidate_needs_review
1.4,CH01,第一章　工业化、劳动分工与“设计”的生成,材料系统与新形式,3,B0034,book,Arwas：《Art deco》,0.35688,UNREVIEWED,candidate_needs_review
1.4,CH01,第一章　工业化、劳动分工与“设计”的生成,材料系统与新形式,4,B0008,book,Adolf Loos：《Ornament and Crime》，2019,0.349317,UNREVIEWED,candidate_needs_review
1.4,CH01,第一章　工业化、劳动分工与“设计”的生成,材料系统与新形式,5,B0320,book,"Muthesius, Hermann：The English House, 1979",0.347395,UNREVIEWED,candidate_needs_review
1.4,CH01,第一章　工业化、劳动分工与“设计”的生成,材料系统与新形式,6,B0101,book,David Raizman：《History of Modern Design》,0.345377,UNREVIEWED,candidate_needs_review
1.4,CH01,第一章　工业化、劳动分工与“设计”的生成,材料系统与新形式,7,B0005,book,"Adamson, Glenn; Riello, Giorgio; Teasley, Sarah (eds.), Global Design History, 2011",0.341673,UNREVIEWED,candidate_needs_review
1.4,CH01,第一章　工业化、劳动分工与“设计”的生成,材料系统与新形式,8,B0288,book,"Margolin, Victor, World History of Design, Volume 1, 2015",0.337828,UNREVIEWED,candidate_needs_review
1.4,CH01,第一章　工业化、劳动分工与“设计”的生成,材料系统与新形式,9,B0154,book,Finlay Robert：《The pilgrim art cultures of porcelain in world history》,0.327805,UNREVIEWED,candidate_needs_review
1.4,CH01,第一章　工业化、劳动分工与“设计”的生成,材料系统与新形式,10,B0258,book,Kenneth Frampton：《Modern Architecture A Critical History》，1980,0.324223,UNREVIEWED,candidate_needs_review
1.4,CH01,第一章　工业化、劳动分工与“设计”的生成,材料系统与新形式,11,B0006,book,"Adburgham, Alison：《Libertys a biography of a shop》",0.324108,UNREVIEWED,candidate_needs_review
1.4,CH01,第一章　工业化、劳动分工与“设计”的生成,材料系统与新形式,12,B0348,book,"Peterson, William S.：The Kelmscott Press：A History of William Morris's Typographical Adventure, 1991",0.322687,UNREVIEWED,candidate_needs_review
1.4,CH01,第一章　工业化、劳动分工与“设计”的生成,材料系统与新形式,13,B0333,book,Paris—the Capital of the Nineteenth Century,0.321451,UNREVIEWED,candidate_needs_review
1.4,CH01,第一章　工业化、劳动分工与“设计”的生成,材料系统与新形式,14,B0130,book,Donald Quataert：《Ottoman Manufacturing in the Age of the Industrial Revolution》,0.320975,UNREVIEWED,candidate_needs_review
1.4,CH01,第一章　工业化、劳动分工与“设计”的生成,材料系统与新形式,15,B0076,book,"Charlotte Fiell, Peter Fiell：《Scandinavian Design》，2002",0.312466,UNREVIEWED,candidate_needs_review
1.4,CH01,第一章　工业化、劳动分工与“设计”的生成,材料系统与新形式,16,B0172,book,Goss：《French art deco》,0.306921,UNREVIEWED,candidate_needs_review
1.4,CH01,第一章　工业化、劳动分工与“设计”的生成,材料系统与新形式,17,B0225,book,John Heskett：《Industrial Design》，1980,0.30521,UNREVIEWED,candidate_needs_review
1.4,CH01,第一章　工业化、劳动分工与“设计”的生成,材料系统与新形式,18,B0469,book,刘小羊：《中国平面设计史论稿》，2016,0.304391,UNREVIEWED,candidate_needs_review
1.4,CH01,第一章　工业化、劳动分工与“设计”的生成,材料系统与新形式,19,B0304,book,Maxine Berg：《Luxury and Pleasure in Eighteenth-Century Britain (2007)》,0.304112,UNREVIEWED,candidate_needs_review
1.4,CH01,第一章　工业化、劳动分工与“设计”的生成,材料系统与新形式,20,B0102,book,David Raizman：《History of Modern Design》，2023,0.300511,UNREVIEWED,candidate_needs_review
1.4,CH01,第一章　工业化、劳动分工与“设计”的生成,材料系统与新形式,21,B0436,book,Victoria Charles：《Art Deco》,0.3002,UNREVIEWED,candidate_needs_review
1.4,CH01,第一章　工业化、劳动分工与“设计”的生成,材料系统与新形式,22,B0396,book,"Silverman：《Art nouveau in fin-de-siècle France politics, psychology, and style》",0.299816,UNREVIEWED,candidate_needs_review
1.4,CH01,第一章　工业化、劳动分工与“设计”的生成,材料系统与新形式,23,B0035,book,"Aslin, Elizabeth：《The aesthetic movement prelude to Art Nouveau》",0.299244,UNREVIEWED,candidate_needs_review
1.4,CH01,第一章　工业化、劳动分工与“设计”的生成,材料系统与新形式,24,B0236,book,Joost Baljeu：《Theo van Doesburg》，1974,0.296703,UNREVIEWED,candidate_needs_review
1.4,CH01,第一章　工业化、劳动分工与“设计”的生成,材料系统与新形式,25,B0123,book,Digital Materialities ： Design and Anthropology -- Sarah Pink; Elisenda Ardèvol;,0.292875,UNREVIEWED,candidate_needs_review
1.4,CH01,第一章　工业化、劳动分工与“设计”的生成,材料系统与新形式,26,B0073,book,"Charlotte Benton, Tim Benton：《Art Deco 1910–1939》",0.291597,UNREVIEWED,candidate_needs_review
1.4,CH01,第一章　工业化、劳动分工与“设计”的生成,材料系统与新形式,27,B0226,book,John Heskett：《Toothpicks and Logos Design in Everyday Life》,0.288032,UNREVIEWED,candidate_needs_review
1.4,CH01,第一章　工业化、劳动分工与“设计”的生成,材料系统与新形式,28,B0040,book,"Beckert, Sven：Empire of Cotton：A Global History, 2014",0.286911,UNREVIEWED,candidate_needs_review
1.4,CH01,第一章　工业化、劳动分工与“设计”的生成,材料系统与新形式,29,B0149,book,"Epstein, Stephan R.; Prak, Maarten：Guilds, Innovation, and the European Economy, 1400-1800, 2008",0.28377,UNREVIEWED,candidate_needs_review
1.4,CH01,第一章　工业化、劳动分工与“设计”的生成,材料系统与新形式,30,B0012,book,Alastair Duncan：《American Art Deco (1986)》，1986,0.283228,UNREVIEWED,candidate_needs_review
1.5,CH01,第一章　工业化、劳动分工与“设计”的生成,工厂中的匿名设计,1,B0006,book,"Adburgham, Alison：《Libertys a biography of a shop》",0.470025,UNREVIEWED,candidate_needs_review
1.5,CH01,第一章　工业化、劳动分工与“设计”的生成,工厂中的匿名设计,2,B0020,book,Ami Ayalon：《The Arabic Print Revolution Cultural Production and Mass Readership》,0.461868,UNREVIEWED,candidate_needs_review
